COUNTY    , PRCTSEQ, PRECINCT                 , BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                    , PARTY1     , PVTALLY1, COL2HDG, RNAME2                        , PARTY2      , PVTALLY2, COL3HDG, RNAME3                     , PARTY3      , PVTALLY3, COL4HDG, RNAME4                          , PARTY4     , PVTALLY4, COL5HDG, RNAME5                   , PARTY5     , PVTALLY5, COL6HDG, RNAME6            , PARTY6     , PVTALLY6, COL7HDG, RNAME7         , PARTY7     , PVTALLY7, COL8HDG, RNAME8                   , PARTY8     , PVTALLY8, COL9HDG, RNAME9                     , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Greene    ,    0001, 1 Forest Hills           ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      360,       2, No                            ,             ,      191,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      264,       2, No                            ,             ,      306,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      416,       2, No                            ,             ,      136,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      374,       2, No                            ,             ,      165,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      411,       2, Gordon Ball                   , Democratic  ,       99,       3, Joe Wilmoth                , Constitution,       27,       4, Martin Pleasant                 , Green      ,        1,       5, "Tom Emerson, Jr."       , Independent,        3,       6, Edmund L. Gauthier, Independent,        2,       7, Joshua James   , Independent,       10,       8, Danny Page               , Independent,       10,       9, Bartholomew J. Phillips    , Independent,        1,       10, C. Salekin             , Independent,         0
Greene    ,    0001, 1 Forest Hills           ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        1,      12, Rick Tyler                    , Independent ,        3,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,      492,       2, Robert N. Smith               , Green       ,       27,       3, Robert D. Franklin         , Independent ,       35,       4, Michael D. Salyer               , Independent,       13,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,      458,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0001, 1 Forest Hills           ,     0017,      05,          0,         0, Tennessee House of Representatives District 5    , 2014-11-04, State General,       1, David B. Hawk             , Republican ,      401,       2, Kermit E. Steck               , Independent ,      121,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      333,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       80,       3, Shaun Crowell              , Constitution,       24,       4, Isa Infante                     , Green      ,        6,       5, Steven Damon Coburn      , Independent,        6,       6, John Jay Hooker   , Independent,        8,       7, Daniel T. Lewis, Independent,        6,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Greene    ,    0002, 2 Flag Branch            ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      286,       2, No                            ,             ,      174,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      252,       2, No                            ,             ,      212,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      319,       2, No                            ,             ,      133,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      300,       2, No                            ,             ,      156,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      312,       2, Gordon Ball                   , Democratic  ,       88,       3, Joe Wilmoth                , Constitution,       29,       4, Martin Pleasant                 , Green      ,        8,       5, "Tom Emerson, Jr."       , Independent,        8,       6, Edmund L. Gauthier, Independent,        2,       7, Joshua James   , Independent,        3,       8, Danny Page               , Independent,        9,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         0
Greene    ,    0002, 2 Flag Branch            ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        1,      12, Rick Tyler                    , Independent ,        4,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,      363,       2, Robert N. Smith               , Green       ,       45,       3, Robert D. Franklin         , Independent ,       31,       4, Michael D. Salyer               , Independent,       28,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,      378,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0002, 2 Flag Branch            ,     0017,      05,          0,         0, Tennessee House of Representatives District 5    , 2014-11-04, State General,       1, David B. Hawk             , Republican ,      311,       2, Kermit E. Steck               , Independent ,      135,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      306,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       46,       3, Shaun Crowell              , Constitution,       10,       4, Isa Infante                     , Green      ,        1,       5, Steven Damon Coburn      , Independent,        4,       6, John Jay Hooker   , Independent,        5,       7, Daniel T. Lewis, Independent,        1,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Greene    ,    0003, 3 Caney Branch           ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      242,       2, No                            ,             ,      128,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      179,       2, No                            ,             ,      200,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      286,       2, No                            ,             ,       87,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      250,       2, No                            ,             ,      119,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      284,       2, Gordon Ball                   , Democratic  ,       73,       3, Joe Wilmoth                , Constitution,       14,       4, Martin Pleasant                 , Green      ,        0,       5, "Tom Emerson, Jr."       , Independent,        5,       6, Edmund L. Gauthier, Independent,        0,       7, Joshua James   , Independent,        2,       8, Danny Page               , Independent,        1,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         0
Greene    ,    0003, 3 Caney Branch           ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        0,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,      323,       2, Robert N. Smith               , Green       ,       22,       3, Robert D. Franklin         , Independent ,       23,       4, Michael D. Salyer               , Independent,        9,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,      316,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0003, 3 Caney Branch           ,     0017,      11,          0,         0, Tennessee House of Representatives District 11   , 2014-11-04, State General,       1, Jeremy Faison             , Republican ,      274,       2, Marjorie J. Ramsey            , Democratic  ,       71,       3, Roland A. Dykes III        , Independent ,       30,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      128,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       39,       3, Shaun Crowell              , Constitution,        5,       4, Isa Infante                     , Green      ,        1,       5, Steven Damon Coburn      , Independent,        3,       6, John Jay Hooker   , Independent,        7,       7, Daniel T. Lewis, Independent,        3,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Greene    ,    0004, 4 McDonald               ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      160,       2, No                            ,             ,       44,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      112,       2, No                            ,             ,       98,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      149,       2, No                            ,             ,       55,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      130,       2, No                            ,             ,       71,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      149,       2, Gordon Ball                   , Democratic  ,       45,       3, Joe Wilmoth                , Constitution,        5,       4, Martin Pleasant                 , Green      ,        2,       5, "Tom Emerson, Jr."       , Independent,        1,       6, Edmund L. Gauthier, Independent,        2,       7, Joshua James   , Independent,        1,       8, Danny Page               , Independent,        1,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         0
Greene    ,    0004, 4 McDonald               ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        2,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,      177,       2, Robert N. Smith               , Green       ,       11,       3, Robert D. Franklin         , Independent ,       10,       4, Michael D. Salyer               , Independent,        3,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,      158,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0004, 4 McDonald               ,     0017,      11,          0,         0, Tennessee House of Representatives District 11   , 2014-11-04, State General,       1, Jeremy Faison             , Republican ,      151,       2, Marjorie J. Ramsey            , Democratic  ,       38,       3, Roland A. Dykes III        , Independent ,        7,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,       87,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       20,       3, Shaun Crowell              , Constitution,        3,       4, Isa Infante                     , Green      ,        1,       5, Steven Damon Coburn      , Independent,        0,       6, John Jay Hooker   , Independent,        1,       7, Daniel T. Lewis, Independent,        1,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Greene    ,    0005, 4 Warrensburg            ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,       58,       2, No                            ,             ,       52,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,       59,       2, No                            ,             ,       50,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,       64,       2, No                            ,             ,       45,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,       72,       2, No                            ,             ,       36,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,       91,       2, Gordon Ball                   , Democratic  ,       16,       3, Joe Wilmoth                , Constitution,        2,       4, Martin Pleasant                 , Green      ,        1,       5, "Tom Emerson, Jr."       , Independent,        0,       6, Edmund L. Gauthier, Independent,        3,       7, Joshua James   , Independent,        0,       8, Danny Page               , Independent,        1,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         0
Greene    ,    0005, 4 Warrensburg            ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        0,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,       93,       2, Robert N. Smith               , Green       ,        9,       3, Robert D. Franklin         , Independent ,       10,       4, Michael D. Salyer               , Independent,        3,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,       92,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0017,      05,          0,         0, Tennessee House of Representatives District 5    , 2014-11-04, State General,       1, David B. Hawk             , Republican ,       10,       2, Kermit E. Steck               , Independent ,        1,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0005, 4 Warrensburg            ,     0017,      11,          0,         0, Tennessee House of Representatives District 11   , 2014-11-04, State General,       1, Jeremy Faison             , Republican ,       67,       2, Marjorie J. Ramsey            , Democratic  ,       25,       3, Roland A. Dykes III        , Independent ,        7,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      145,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       23,       3, Shaun Crowell              , Constitution,        9,       4, Isa Infante                     , Green      ,        0,       5, Steven Damon Coburn      , Independent,        6,       6, John Jay Hooker   , Independent,        2,       7, Daniel T. Lewis, Independent,        3,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Greene    ,    0006, 5 Orebank                ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      114,       2, No                            ,             ,       62,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,       96,       2, No                            ,             ,       90,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      122,       2, No                            ,             ,       53,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      123,       2, No                            ,             ,       54,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      138,       2, Gordon Ball                   , Democratic  ,       38,       3, Joe Wilmoth                , Constitution,        6,       4, Martin Pleasant                 , Green      ,        1,       5, "Tom Emerson, Jr."       , Independent,        1,       6, Edmund L. Gauthier, Independent,        0,       7, Joshua James   , Independent,        2,       8, Danny Page               , Independent,        4,       9, Bartholomew J. Phillips    , Independent,        1,       10, C. Salekin             , Independent,         0
Greene    ,    0006, 5 Orebank                ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        1,      12, Rick Tyler                    , Independent ,        0,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0011,       1,          0,         0, United States House of Representatives District 1, 2014-11-04, State General,       1, Phil Roe                  , Republican ,      154,       2, Robert N. Smith               , Green       ,       14,       3, Robert D. Franklin         , Independent ,       15,       4, Michael D. Salyer               , Independent,        4,       5, Write-In - Scott Kudialis, Independent,        0,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0015,      01,          0,         0, Tennessee Senate District 1                      , 2014-11-04, State General,       1, Steve Southerland         , Republican ,      155,        ,                               ,             ,         ,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Greene    ,    0006, 5 Orebank                ,     0017,      05,          0,         0, Tennessee House of Representatives District 5    , 2014-11-04, State General,       1, David B. Hawk             , Republican ,       36,       2, Kermit E. Steck               , Independent ,       11,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
