COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                                                                             , PARTY1    , PVTALLY1, COL2HDG, RNAME2                                                                              , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                                                             , PARTY3     , PVTALLY3, COL4HDG, RNAME4                                                                                     , PARTY4     , PVTALLY4, COL5HDG, RNAME5                                                                        , PARTY5     , PVTALLY5, COL6HDG, RNAME6                                                                                 , PARTY6     , PVTALLY6, COL7HDG, RNAME7                                                                             , PARTY7     , PVTALLY7, COL8HDG, RNAME8, PARTY8, PVTALLY8, COL9HDG, RNAME9, PARTY9, PVTALLY9, COL10HDG, RNAME10, PARTY10, PVTALLY10
Marshall  , 7 Hardison               ,    0007,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      778,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      403,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        6,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        2,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 7 Hardison               ,    0007,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      729,       2, Gloria Johnson                                                                      , Democratic ,      388,       3, Tharon Chandler                                                                    , Independent,       13,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       18,       5, Hastina Robinson                                                              , Independent,        6,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 7 Hardison               ,    0007,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,      680,       2, Maryam Abolfazli                                                                    , Democratic ,      330,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        7,       4, Jim Larkin                                                                                 , Independent,       26,       5, Bob Titley                                                                    , Independent,       16,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 7 Hardison               ,    0007,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,      738,       2, James Dallas                                                                        , Democratic ,      361,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 7 Hardison               ,    0007,     0017,      92,          0, Tennessee House of Representatives District 92   , 2024-11-05, State General,       1, Todd Warner                                                                        , Republican,      751,       2, Teri Mai                                                                            , Democratic ,      352,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 8 Lewisburg Gas          ,    0008,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1290,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      337,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        2,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       15,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        3,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 8 Lewisburg Gas          ,    0008,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1229,       2, Gloria Johnson                                                                      , Democratic ,      357,       3, Tharon Chandler                                                                    , Independent,       13,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        9,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 8 Lewisburg Gas          ,    0008,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     1125,       2, Maryam Abolfazli                                                                    , Democratic ,      317,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        5,       4, Jim Larkin                                                                                 , Independent,       18,       5, Bob Titley                                                                    , Independent,       21,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 8 Lewisburg Gas          ,    0008,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,     1187,       2, James Dallas                                                                        , Democratic ,      326,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 8 Lewisburg Gas          ,    0008,     0017,      92,          0, Tennessee House of Representatives District 92   , 2024-11-05, State General,       1, Todd Warner                                                                        , Republican,     1203,       2, Teri Mai                                                                            , Democratic ,      331,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 9 McKnight Center        ,    0009,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1341,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      416,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        1,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        3,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       18,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        4,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 9 McKnight Center        ,    0009,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1289,       2, Gloria Johnson                                                                      , Democratic ,      418,       3, Tharon Chandler                                                                    , Independent,       21,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       12,       5, Hastina Robinson                                                              , Independent,        3,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 9 McKnight Center        ,    0009,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     1193,       2, Maryam Abolfazli                                                                    , Democratic ,      368,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        6,       4, Jim Larkin                                                                                 , Independent,       30,       5, Bob Titley                                                                    , Independent,       22,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 9 McKnight Center        ,    0009,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,     1242,       2, James Dallas                                                                        , Democratic ,      395,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Marshall  , 9 McKnight Center        ,    0009,     0017,      92,          0, Tennessee House of Representatives District 92   , 2024-11-05, State General,       1, Todd Warner                                                                        , Republican,     1307,       2, Teri Mai                                                                            , Democratic ,      384,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     2223,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      801,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        3,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        3,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        1,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       22,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        5,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     2158,       2, Gloria Johnson                                                                      , Democratic ,      820,       3, Tharon Chandler                                                                    , Independent,       25,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       29,       5, Hastina Robinson                                                              , Independent,        6,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     2061,       2, Maryam Abolfazli                                                                    , Democratic ,      789,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,       15,       4, Jim Larkin                                                                                 , Independent,      100,       5, Bob Titley                                                                    , Independent,       26,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,     2163,       2, James Dallas                                                                        , Democratic ,      769,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0017,      64,          0, Tennessee House of Representatives District 64   , 2024-11-05, State General,       1, Scott Cepicky                                                                      , Republican,     2145,       2, Eileen H. Longstreet                                                                , Democratic ,      840,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Bear Creek 1-1           ,    0001,     0017,      71,          0, Tennessee House of Representatives District 71   , 2024-11-05, State General,       1, Kip Capley                                                                         , Republican,        3,       2, Tim Coy                                                                             , Democratic ,        4,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Riverside 1-2            ,    0002,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1108,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      615,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        4,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       14,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        3,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Riverside 1-2            ,    0002,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1080,       2, Gloria Johnson                                                                      , Democratic ,      608,       3, Tharon Chandler                                                                    , Independent,       26,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       10,       5, Hastina Robinson                                                              , Independent,        3,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Riverside 1-2            ,    0002,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     1011,       2, Maryam Abolfazli                                                                    , Democratic ,      603,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,       14,       4, Jim Larkin                                                                                 , Independent,       57,       5, Bob Titley                                                                    , Independent,       22,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Riverside 1-2            ,    0002,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,     1069,       2, James Dallas                                                                        , Democratic ,      597,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , Riverside 1-2            ,    0002,     0017,      64,          0, Tennessee House of Representatives District 64   , 2024-11-05, State General,       1, Scott Cepicky                                                                      , Republican,     1070,       2, Eileen H. Longstreet                                                                , Democratic ,      632,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , First Family 2-1         ,    0003,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     2016,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      764,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        3,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        1,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       19,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        4,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , First Family 2-1         ,    0003,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1976,       2, Gloria Johnson                                                                      , Democratic ,      765,       3, Tharon Chandler                                                                    , Independent,       26,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       16,       5, Hastina Robinson                                                              , Independent,        5,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , First Family 2-1         ,    0003,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     1807,       2, Maryam Abolfazli                                                                    , Democratic ,      773,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,       17,       4, Jim Larkin                                                                                 , Independent,      108,       5, Bob Titley                                                                    , Independent,       23,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , First Family 2-1         ,    0003,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,     1992,       2, James Dallas                                                                        , Democratic ,      708,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , First Family 2-1         ,    0003,     0017,      64,          0, Tennessee House of Representatives District 64   , 2024-11-05, State General,       1, Scott Cepicky                                                                      , Republican,     1949,       2, Eileen H. Longstreet                                                                , Democratic ,      786,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , West End 2-2             ,    0004,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      507,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      282,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        2,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        6,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , West End 2-2             ,    0004,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      491,       2, Gloria Johnson                                                                      , Democratic ,      280,       3, Tharon Chandler                                                                    , Independent,       11,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        5,       5, Hastina Robinson                                                              , Independent,        0,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , West End 2-2             ,    0004,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,      444,       2, Maryam Abolfazli                                                                    , Democratic ,      281,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        6,       4, Jim Larkin                                                                                 , Independent,       28,       5, Bob Titley                                                                    , Independent,        9,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , West End 2-2             ,    0004,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,      485,       2, James Dallas                                                                        , Democratic ,      261,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , West End 2-2             ,    0004,     0017,      64,          0, Tennessee House of Representatives District 64   , 2024-11-05, State General,       1, Scott Cepicky                                                                      , Republican,      492,       2, Eileen H. Longstreet                                                                , Democratic ,      284,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , College Hill 3-1         ,    0005,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1022,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,     1326,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,       11,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        4,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        2,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       18,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        2,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , College Hill 3-1         ,    0005,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      992,       2, Gloria Johnson                                                                      , Democratic ,     1288,       3, Tharon Chandler                                                                    , Independent,       20,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       29,       5, Hastina Robinson                                                              , Independent,        7,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , College Hill 3-1         ,    0005,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,      964,       2, Maryam Abolfazli                                                                    , Democratic ,     1234,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,       20,       4, Jim Larkin                                                                                 , Independent,       40,       5, Bob Titley                                                                    , Independent,       23,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , College Hill 3-1         ,    0005,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,      989,       2, James Dallas                                                                        , Democratic ,     1246,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , College Hill 3-1         ,    0005,     0017,      64,          0, Tennessee House of Representatives District 64   , 2024-11-05, State General,       1, Scott Cepicky                                                                      , Republican,      998,       2, Eileen H. Longstreet                                                                , Democratic ,     1286,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Maury     , St. Catherines 4-1       ,    0006,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1682,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      912,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        4,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        1,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       16,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        6,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
