COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0001,        5, Riverside 1-1       , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    294,    2, Tom DuBois - (R)          ,    267,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0002,        1, West End 1-2        , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    733,    2, John McCain - (R)         ,    750,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                                ,      7,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     11,     ,                       ,      0,      ,        ,       0
  0002,        2, West End 1-2        , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    614,    2, Lamar Alexander - (R)     ,    814,    3, Edward L. Buck - (I)       ,     22,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      5,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,      8,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0002,        3, West End 1-2        , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    907,    2, Monty J. Lankford - (R)   ,    491,    3, James Anthony Gray - (I)   ,     37,    4, Kevin Ragsdale - (I)                          ,     26,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0002,        5, West End 1-2        , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    781,    2, Tom DuBois - (R)          ,    654,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0003,        1, First Family 2-1    , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    397,    2, John McCain - (R)         ,    878,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
  0003,        2, First Family 2-1    , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    305,    2, Lamar Alexander - (R)     ,    917,    3, Edward L. Buck - (I)       ,     15,    4, Christopher G. Fenner - (I)                   ,      5,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0003,        3, First Family 2-1    , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    624,    2, Monty J. Lankford - (R)   ,    554,    3, James Anthony Gray - (I)   ,     28,    4, Kevin Ragsdale - (I)                          ,      9,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0003,        5, First Family 2-1    , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    498,    2, Tom DuBois - (R)          ,    735,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0004,        1, Highland 2-2        , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    428,    2, John McCain - (R)         ,    529,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      4,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
  0004,        2, Highland 2-2        , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    358,    2, Lamar Alexander - (R)     ,    547,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      8,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      6,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0004,        3, Highland 2-2        , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    608,    2, Monty J. Lankford - (R)   ,    265,    3, James Anthony Gray - (I)   ,     22,    4, Kevin Ragsdale - (I)                          ,     11,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0004,        5, Highland 2-2        , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    529,    2, Tom DuBois - (R)          ,    370,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0005,        1, College Hill 3-1    , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,   1687,    2, John McCain - (R)         ,    349,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
  0005,        2, College Hill 3-1    , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,   1345,    2, Lamar Alexander - (R)     ,    507,    3, Edward L. Buck - (I)       ,     20,    4, Christopher G. Fenner - (I)                   ,     13,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,      7,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0005,        3, College Hill 3-1    , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1538,    2, Monty J. Lankford - (R)   ,    192,    3, James Anthony Gray - (I)   ,     43,    4, Kevin Ragsdale - (I)                          ,     25,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0005,        5, College Hill 3-1    , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,   1500,    2, Tom DuBois - (R)          ,    285,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0006,        1, Baker 4-1           , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    709,    2, John McCain - (R)         ,    783,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      5,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0006,        2, Baker 4-1           , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    592,    2, Lamar Alexander - (R)     ,    835,    3, Edward L. Buck - (I)       ,     24,    4, Christopher G. Fenner - (I)                   ,      6,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0006,        3, Baker 4-1           , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    871,    2, Monty J. Lankford - (R)   ,    509,    3, James Anthony Gray - (I)   ,     24,    4, Kevin Ragsdale - (I)                          ,     21,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0006,        5, Baker 4-1           , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    798,    2, Tom DuBois - (R)          ,    634,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0007,        1, Tradewinds 4-2      , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    570,    2, John McCain - (R)         ,    980,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                                ,      6,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
  0007,        2, Tradewinds 4-2      , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    475,    2, Lamar Alexander - (R)     ,    984,    3, Edward L. Buck - (I)       ,     21,    4, Christopher G. Fenner - (I)                   ,      5,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,     13,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0007,        3, Tradewinds 4-2      , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    853,    2, Monty J. Lankford - (R)   ,    563,    3, James Anthony Gray - (I)   ,     25,    4, Kevin Ragsdale - (I)                          ,     23,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0007,        5, Tradewinds 4-2      , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    753,    2, Tom DuBois - (R)          ,    716,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0008,        1, CP Church 5-1       , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,   1379,    2, John McCain - (R)         ,   2231,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                                ,     14,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),     16,     ,                       ,      0,      ,        ,       0
  0008,        2, CP Church 5-1       , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,   1208,    2, Lamar Alexander - (R)     ,   2225,    3, Edward L. Buck - (I)       ,     56,    4, Christopher G. Fenner - (I)                   ,     16,    5, David Gatchell - (I)      ,      8,    6, Ed Lawhorn - (I)           ,     14,    7, Daniel Towers Lewis - (I),     16,    8, Chris Lugo - (I) ,     12,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0008,        3, CP Church 5-1       , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1895,    2, Monty J. Lankford - (R)   ,   1461,    3, James Anthony Gray - (I)   ,     82,    4, Kevin Ragsdale - (I)                          ,     42,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0008,        5, CP Church 5-1       , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,   1742,    2, Tom DuBois - (R)          ,   1680,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0009,        1, Armory 6-1          , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    214,    2, John McCain - (R)         ,    379,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
  0009,        2, Armory 6-1          , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    186,    2, Lamar Alexander - (R)     ,    362,    3, Edward L. Buck - (I)       ,     14,    4, Christopher G. Fenner - (I)                   ,      2,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0009,        3, Armory 6-1          , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    330,    2, Monty J. Lankford - (R)   ,    220,    3, James Anthony Gray - (I)   ,     20,    4, Kevin Ragsdale - (I)                          ,     10,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0009,        5, Armory 6-1          , TH        ,       74,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, John C. Tidwell - (D)                  ,    315,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0010,        1, Santa Fe 6-2        , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    289,    2, John McCain - (R)         ,    668,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      0,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      4,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
  0010,        2, Santa Fe 6-2        , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    289,    2, Lamar Alexander - (R)     ,    612,    3, Edward L. Buck - (I)       ,     25,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      8,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0010,        3, Santa Fe 6-2        , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    496,    2, Monty J. Lankford - (R)   ,    410,    3, James Anthony Gray - (I)   ,     22,    4, Kevin Ragsdale - (I)                          ,     11,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0010,        5, Santa Fe 6-2        , TH        ,       74,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, John C. Tidwell - (D)                  ,    487,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0011,        1, Theta 6-3           , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    450,    2, John McCain - (R)         ,    858,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                                ,      8,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0011,        2, Theta 6-3           , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    424,    2, Lamar Alexander - (R)     ,    827,    3, Edward L. Buck - (I)       ,     29,    4, Christopher G. Fenner - (I)                   ,     11,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      8,    7, Daniel Towers Lewis - (I),      7,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0011,        3, Theta 6-3           , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    654,    2, Monty J. Lankford - (R)   ,    574,    3, James Anthony Gray - (I)   ,     33,    4, Kevin Ragsdale - (I)                          ,     34,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0011,        5, Theta 6-3           , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    675,    2, Tom DuBois - (R)          ,    600,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0012,        1, Hampshire 7-1       , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    239,    2, John McCain - (R)         ,    649,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      0,     ,                       ,      0,      ,        ,       0
  0012,        2, Hampshire 7-1       , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    237,    2, Lamar Alexander - (R)     ,    606,    3, Edward L. Buck - (I)       ,     22,    4, Christopher G. Fenner - (I)                   ,      5,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0012,        3, Hampshire 7-1       , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    466,    2, Monty J. Lankford - (R)   ,    371,    3, James Anthony Gray - (I)   ,     19,    4, Kevin Ragsdale - (I)                          ,     12,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0012,        5, Hampshire 7-1       , TH        ,       74,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, John C. Tidwell - (D)                  ,    462,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0013,        1, St. Catherine 7-2   , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    962,    2, John McCain - (R)         ,   1401,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                                ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      8,     ,                       ,      0,      ,        ,       0
  0013,        2, St. Catherine 7-2   , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    850,    2, Lamar Alexander - (R)     ,   1394,    3, Edward L. Buck - (I)       ,     33,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,     14,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      7,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0013,        3, St. Catherine 7-2   , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1334,    2, Monty J. Lankford - (R)   ,    895,    3, James Anthony Gray - (I)   ,     34,    4, Kevin Ragsdale - (I)                          ,     22,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0013,        5, St. Catherine 7-2   , TH        ,       74,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, John C. Tidwell - (D)                  ,   1275,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0014,        1, Bear Creek 8-1      , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    616,    2, John McCain - (R)         ,   1301,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      8,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),     14,     ,                       ,      0,      ,        ,       0
  0014,        2, Bear Creek 8-1      , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    584,    2, Lamar Alexander - (R)     ,   1249,    3, Edward L. Buck - (I)       ,     31,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      9,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0014,        3, Bear Creek 8-1      , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    972,    2, Monty J. Lankford - (R)   ,    807,    3, James Anthony Gray - (I)   ,     47,    4, Kevin Ragsdale - (I)                          ,     31,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0014,        5, Bear Creek 8-1      , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    899,    2, Tom DuBois - (R)          ,    953,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0015,        1, Culleoka 8-2        , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    356,    2, John McCain - (R)         ,    878,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                                ,     10,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      7,     ,                       ,      0,      ,        ,       0
  0015,        2, Culleoka 8-2        , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    377,    2, Lamar Alexander - (R)     ,    805,    3, Edward L. Buck - (I)       ,     29,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,     10,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0015,        3, Culleoka 8-2        , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    687,    2, Monty J. Lankford - (R)   ,    451,    3, James Anthony Gray - (I)   ,     28,    4, Kevin Ragsdale - (I)                          ,     24,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0015,        5, Culleoka 8-2        , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    630,    2, Tom DuBois - (R)          ,    568,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        1, Bigbyville 9-1      , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    327,    2, John McCain - (R)         ,    710,    3, Chuck Baldwin - (I)        ,      9,    4, Bob Barr - (I)                                ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     10,     ,                       ,      0,      ,        ,       0
  0016,        2, Bigbyville 9-1      , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    310,    2, Lamar Alexander - (R)     ,    694,    3, Edward L. Buck - (I)       ,     16,    4, Christopher G. Fenner - (I)                   ,      6,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0016,        3, Bigbyville 9-1      , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    549,    2, Monty J. Lankford - (R)   ,    430,    3, James Anthony Gray - (I)   ,     24,    4, Kevin Ragsdale - (I)                          ,     15,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        5, Bigbyville 9-1      , TH        ,       64,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Ty Cobb - (D)                          ,    475,    2, Tom DuBois - (R)          ,    539,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        1, Pleasant Heights 9-2, PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    399,    2, John McCain - (R)         ,   1290,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                                ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0017,        2, Pleasant Heights 9-2, USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    334,    2, Lamar Alexander - (R)     ,   1305,    3, Edward L. Buck - (I)       ,     21,    4, Christopher G. Fenner - (I)                   ,      6,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
